"name","id","desc"
"yeeH","b4639","pseudogene"
"yeeJ","b1978","putative adhesin; K13735 adhesin/invasin"
"yeeL","b4497","pseudogene"
"yeeN","b1983","conserved protein, UPF0082 family"
"yeeO","b1985","predicted multdrug exporter, MATE family"
"yeeP","b1999","pseudogene"
"yeeR","b2001","CP4-44 prophage; predicted membrane protein"
"yeeS","b2002","CP4-44 prophage; predicted DNA repair protein"
"yeeT","b2003","CP4-44 prophage; predicted protein"
"yeeU","NA","NA"
"yeeV","b2005","CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system"
"yeeW","b2006","pseudogene"
"yeeX","b2007","conserved protein, UPF0265 family; K09802 hypothetical protein"
"yeeY","b2015","predicted DNA-binding transcriptional regulator"
"yeeZ","b2016","predicted epimerase, with NAD(P)-binding Rossmann-fold domain"
"yefM","b2017","antitoxin of the YoeB-YefM toxin-antitoxin system"
"yegD","b2069","predicted chaperone; K04046 hypothetical chaperone protein"
"yegE","b2067","predicted diguanylate cyclase, GGDEF domain signaling protein"
"yegH","b2063","inner membrane protein"
"yegI","b2070","conserved protein"
"yegJ","b2071","predicted protein"
"yegK","b2072","predicted protein"
"yegL","b2073","conserved protein"
"yegP","b2080","conserved protein, UPF0339 family; K09946 hypothetical protein"
"yegQ","b2081","predicted peptidase; K08303 putative protease [EC:3.4.-.-]"
"yegR","b2085","predicted protein"
"yegS","b2086","phosphatidylglycerol kinase, metal-dependent; K07029"
"yegT","b2098","nucleoside transporter, low affinity"
"yegU","b2099","predicted hydrolase; K05521 ADP-ribosylglycohydrolase [EC:3.2.-.-]"
"yegV","b2100","predicted kinase"
"yegW","b2101","predicted DNA-binding transcriptional regulator"
"yegX","b2102","predicted hydrolase; K07273 lysozyme"
"yegZ","b2083","pseudogene"
"yehA","b2108","predicted fimbrial-like adhesin protein"
"yehB","b2109","predicted outer membrane protein; K07347 outer membrane usher protein"
"yehC","b2110","predicted periplasmic pilin chaperone"
"yehD","b2111","predicted fimbrial-like adhesin protein"
"yehE","b2112","predicted protein"
"yehH","b4499","pseudogene"
"yehI","b2118","conserved protein"
"yehK","b4541","predicted protein"
"yehL","b2119","predicted transporter subunit: ATP-binding component of ABC superfamily"
"yehM","b2120","predicted protein"
"yehP","b2121","conserved protein"
"yehQ","b2122","pseudogene"
"yehR","b2123","lipoprotein, DUF1307 family"
"yehS","b2124","conserved protein, DUF1456 family"
"yehT","b2125","predicted response regulator in two-component system withYehU; K02477 two-component system, LytT family, response regulator"
"yehU","b2126","predicted sensory kinase in two-component system with YehT, inner membrane protein; K02478 two-component system, LytT family, sensor kinase [EC:2.7.13.3]"
"yehW","b2128","predicted transporter subunit: membrane component of ABC superfamily; K05846 osmoprotectant transport system permease protein"
"yehX","b2129","predicted transporter subunit: ATP-binding component of ABC superfamily; K05847 osmoprotectant transport system ATP-binding protein"
"yehY","b2130","predicted transporter subunit: membrane component of ABC superfamily; K05846 osmoprotectant transport system permease protein"
"yeiA","NA","NA"
"yeiB","b2152","predicted inner membrane protein; K07148 uncharacterized protein"
"yeiE","b2157","predicted DNA-binding transcriptional regulator"
"yeiG","b2154","S-formylglutathione hydrolase (EC:3.1.1.-); K01070 S-formylglutathione hydrolase [EC:3.1.2.12]"
"yeiH","b2158","inner membrane protein, UPF0324 family"
"yeiI","b2160","predicted kinase"
"yeiL","b2163","DNA-binding transcriptional activator of stationary phase nitrogen survival; K16326 CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator"
"yeiP","b2171","elongation factor P-like protein; K02356 elongation factor P"
"yeiQ","b2172","predicted D-mannonate oxidoreductase, NAD-dependent; K00540 [EC:1.-.-.-]"
"yeiR","b2173","Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein"
"yeiS","b2145","conserved protein, DUF2542 family"
"yeiT","NA","NA"
"yeiW","b4502","UPF0153 cysteine cluster protein, function unknown; K06940"
"yejA","NA","NA"
"yejB","b2178","microcin C transporter YejABEF, permease subunit; ABC family; K13894 microcin C transport system permease protein"
"yejE","b2179","microcin C transporter YejABEF, permease subunit; ABC family; K13895 microcin C transport system permease protein"
"yejF","b2180","microcin C transporter, ATP-binding subunit; ABC family; K13896 microcin C transport system ATP-binding protein"
"yejG","b2181","predicted protein"
"yejH","b2184","predicted ATP-dependent DNA or RNA helicase; K17677 ATP-dependent helicase IRC3 [EC:3.6.4.-]"
"yejK","b2186","spermidine nucleoid-associated protein; K06899 nucleoid-associated protein"
"yejL","b2187","conserved protein, UPF0352 family; K09904 hypothetical protein"
"yejM","b2188","predicted hydrolase, inner membrane; K07014"
"yejO","b2190","pseudogene"
"yfaA","b2230","DUF2138 family protein, function unknown"
"yfaD","b2244","conserved protein"
"yfaE","b2236","ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance; K11107 ferredoxin"
"yfaH","b2238","pseudogene"
"yfaL","b2233","adhesin; K07279 autotransporter family porin"
"yfaP","b2225","DUF2135 family protein, function unknown"
"yfaQ","b2226","tandem DUF2300 domain protein, function unknown"
"yfaS","b4500","pseudogene"
"yfaT","b2229","DUF1175 family protein, function unknown; K09934 hypothetical protein"
"yfaY","b2249","conserved protein; K03742 competence/damage-inducible protein CinA"
"yfaZ","b2250","outer membrane protein, possible porin"
"yfbK","b2270","conserved protein; K07114 Ca-activated chloride channel homolog"
"yfbL","b2271","predicted peptidase"
"yfbM","b2272","conserved protein, DUF1877 family"
"yfbN","b2273","conserved protein"
"yfbO","b2274","conserved protein"
"yfbP","b2275","TPR-like repeats-containing protein"
"yfbR","b2291","5'-nucleotidase; K08722 5'-nucleotidase [EC:3.1.3.5]"
"yfbS","b2292","predicted transporter"
"yfbT","b2293","sugar phosphatas; K01112 [EC:3.1.3.-]"
"yfbU","b2294","conserved protein, UPF0304 family; K09161 hypothetical protein"
"yfbV","b2295","inner membrane protein, UPF0208 family; K09899 hypothetical protein"
"yfcA","b2327","inner membrane protein, UPF0721 family; K07090"
"yfcC","b2298","predicted inner membrane protein"
"yfcD","b2299","predicted NUDIX hydrolase; K01554 [EC:3.6.-.-]"
"yfcE","b2300","phosphodiesterase activity on bis-pNPP; K07095"
"yfcF","b2301","glutathione S-transferase"
"yfcG","b2302","GSH-dependent disulfide bond oxidoreductase; K00799 glutathione S-transferase [EC:2.5.1.18]"
"yfcH","b2304","conserved protein with NAD(P)-binding Rossmann-fold domain; K07071"
"yfcI","b2305","conserved protein"
"yfcJ","b2322","putative arabinose efflux transporter"
"yfcL","b2325","predicted protein"
"yfcM","NA","NA"
"yfcN","NA","NA"
"yfcO","b2332","predicted protein"
"yfcP","b2333","predicted fimbrial-like adhesin protein"
"yfcQ","b2334","predicted fimbrial-like adhesin protein"
"yfcR","b2335","predicted fimbrial-like adhesin protein"
"yfcS","b2336","predicted periplasmic pilus chaperone"
"yfcU","b4661","pseudogene"
"yfcV","b2339","predicted fimbrial-like adhesin protein"
"yfcZ","b2343","conserved protein, UPF0381 family"
"yfdC","b2347","predicted inner membrane protein"
"yfdE","b2371","predicted CoA-transferase, NAD(P)-binding"
"yfdF","b2345","predicted protein"
"yfdK","b2354","CPS-53 (KpLE1) prophage; conserved protein"
"yfdL","b2355","pseudogene"
"yfdM","b2356","pseudogene"
"yfdN","b2357","CPS-53 (KpLE1) prophage; predicted protein"
"yfdP","b2359","CPS-53 (KpLE1) prophage; predicted protein"
"yfdQ","b2360","CPS-53 (KpLE1) prophage; predicted protein"
"yfdR","b2361","CPS-53 (KpLE1) prophage; conserved protein; K06952"
"yfdS","b2362","CPS-53 (KpLE1) prophage; predicted protein"
"yfdT","b2363","CPS-53 (KpLE1) prophage; predicted protein"
"yfdV","b2372","predicted transporter; K07088"
"yfdX","b2375","predicted protein"
"yfdY","b2377","predicted inner membrane protein"
"yfeA","b2395","predicted diguanylate cyclase"
"yfeC","b2398","predicted DNA-binding protein, DUF1323 family"
"yfeD","b2399","conserved protein, DUF1323 family; N-terminal HTH domain of the MerR superfamily"
"yfeH","b2410","predicted inner membrane protein; K14347 solute carrier family 10 (sodium/bile acid cotransporter), member 7"
"yfeK","b2419","predicted protein"
"yfeN","b2408","predicted outer membrane protein"
"yfeO","b2389","predicted ion channel protein"
"yfeR","b2409","predicted DNA-binding transcriptional regulator"
"yfeS","b2420","conserved protein"
"yfeW","b2430","penicillin binding protein PBP4B; weak DD-carboxypeptidase activity"
"yfeX","b2431","porphyrinogen oxidase, cytoplasmic; K07223 putative iron-dependent peroxidase"
"yfeY","b2432","RpoE-regulated lipoprotein"
"yfeZ","b2433","inner membrane protein"
"yffB","b2471","predicted reductase, function unknown, ArsC family; low abundance protein"
"yffL","b2443","CPZ-55 prophage; predicted protein"
"yffM","b2444","CPZ-55 prophage; predicted protein"
"yffN","b2445","CPZ-55 prophage; predicted protein"
"yffO","b2446","CPZ-55 prophage; predicted protein"
"yffP","b2447","CPZ-55 prophage; predicted protein"
"yffQ","b2448","CPZ-55 prophage; predicted protein"
"yffR","b2449","CPZ-55 prophage; predicted protein"
"yffS","b2450","CPZ-55 prophage; predicted protein"
"yfgC","b2494","periplasmic predicted metalloprotease, required for LoiP localization; TPR repeats"
"yfgD","b2495","predicted oxidoreductase; K00537 arsenate reductase [EC:1.20.4.1]"
"yfgF","b2503","cyclic-di-GMP phosphodiesterase, anaerobic"
"yfgG","b2504","predicted protein"
"yfgH","b2505","outer membrane integrity lipoprotein"
"yfgI","b2506","conserved protein"
"yfgJ","b2510","conserved protein, DUF1407 family"
"yfgM","b2513","putative anti-RcsB factor"
"yfgO","b2493","predicted inner membrane permease, UPF0118 family; K03548 putative permease"
"yfhB","NA","NA"
"yfhG","b2555","conserved protein"
"yfhH","b2561","predicted DNA-binding transcriptional regulator"
"yfhL","b2562","predicted 4Fe-4S cluster-containing protein"
"yfhM","b2520","conserved protein; K06894"
"yfhR","b2534","S9 peptidase family protein, function unknown; K06889"
"yfiB","b2605","probable positive effector of YfiN activity, OM lipoprotein"
"yfiC","NA","NA"
"yfiD","NA","NA"
"yfiE","b2577","predicted DNA-binding transcriptional regulator"
"yfiF","b2581","predicted methyltransferase; K03214 RNA methyltransferase, TrmH family [EC:2.1.1.-]"
"yfiH","b2593","conserved protein, UPF0124 family; K05810 conserved hypothetical protein"
"yfiL","b2602","lipoprotein"
"yfiM","b2586","required for high salt suppression of motility; probable lipoprotein; K05811 putative lipoprotein"
"yfiN","b2604","predicted membrane-anchored diguanylate cyclase with an N-terminal periplasmic domain"
"yfiP","b2583","conserved protein, DTW domain; K05812 conserved hypothetical protein"
"yfiQ","NA","NA"
"yfiR","b2603","probable periplasmic inhibitor of YfiN activity"
"yfjD","b4461","inner membrane protein, UPF0053 family"
"yfjF","NA","NA"
"yfjG","NA","NA"
"yfjH","b2623","CP4-57 prophage; predicted protein"
"yfjI","b2625","CP4-57 prophage; predicted protein"
"yfjJ","b2626","CP4-57 prophage; predicted protein"
"yfjK","b2627","CP4-57 prophage; conserved protein"
"yfjL","b2628","CP4-57 prophage; predicted protein"
"yfjM","b2629","CP4-57 prophage; predicted protein"
"yfjO","NA","NA"
"yfjP","b2632","CP4-57 prophage; predicted GTP-binding protein; K06946"
"yfjQ","b2633","CP4-57 prophage; predicted protein"
"yfjR","b2634","CP4-57 prophage; predicted DNA-binding transcriptional regulator"
"yfjS","b2636","CP4-57 prophage; predicted protein"
"yfjT","b2637","CP4-57 prophage; predicted protein"
"yfjU","b2638","pseudogene"
"yfjV","b2641","pseudogene"
"yfjW","b2642","CP4-57 prophage; predicted inner membrane protein"
"yfjX","b2643","CP4-57 prophage; predicted antirestriction protein"
"yfjY","b2644","CP4-57 prophage; predicted DNA repair protein"
"yfjZ","b2645","CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system"
"ygaC","b2671","predicted protein"
"ygaD","NA","NA"
"ygaH","b2683","probable L-valine exporter, norvaline resistance"
"ygaM","b2672","ribosome-binding protein, probably membrane-anchored, function unknown"
"ygaP","b2668","predicted inner membrane protein with hydrolase activity"
"ygaQ","b4462","pseudogene"
"ygaU","b2665","predicted protein"
"ygaV","b2667","tributyltin-inducible repressor of ygaVP"
"ygaW","NA","NA"
"ygaY","b2681","pseudogene"
"ygaZ","b2682","probable L-valine exporter, norvaline resistance"
"ygbA","b2732","predicted protein"
"ygbE","b2749","DUF3561 family inner membrane protein"
"ygbF","b2754","predicted ssRNA endonuclease Cas2, CRISPR adaptation protein"
"ygbI","b2735","predicted transcriptional regulator, DeoR family"
"ygbJ","b2736","predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain; K08319 putative dehydrogenase [EC:1.1.-.-]"
"ygbK","b2737","conserved protein"
"ygbL","b2738","predicted class II aldolase"
"ygbM","b2739","conserved protein"
"ygbN","b2740","predicted transporter; K03299 gluconate:H+ symporter, GntP family"
"ygbT","b2755","multifunctional endonuclease Cas1, CRISPR adaptation protein; DNA repair enzyme; K15342 CRISP-associated protein Cas1"
"ygcB","b2761","R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity; K07012"
"ygcE","b2776","predicted kinase"
"ygcF","NA","NA"
"ygcG","b2778","predicted protein; K06872 uncharacterized protein"
"ygcN","b2766","predicted oxidoreductase with FAD/NAD(P)-binding domain; K00313 electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]"
"ygcO","b2767","predicted 4Fe-4S cluster-containing protein"
"ygcP","b2768","predicted anti-terminator regulatory protein"
"ygcQ","b2769","predicted flavoprotein"
"ygcR","b2770","predicted flavoprotein"
"ygcS","b2771","predicted transporter"
"ygcU","b4463","predicted FAD containing dehydrogenase"
"ygcW","b2774","predicted dehydrogenase"
"ygdB","b2824","conserved protein, DUF2509 family"
"ygdD","b2807","inner membrane protein, UPF0382 family"
"ygdG","b2798","Ssb-binding protein, misidentified as ExoIX (EC:3.1.11.-); K01146 protein Xni"
"ygdH","b2795","conserved protein, UPF0717 family; K06966"
"ygdI","b2809","novel lipoprotein"
"ygdQ","b2832","inner membrane protein, UPF0053 family"
"ygdR","b2833","novel lipoprotein"
"ygeA","b2840","conserved protein, Asp/Glu_racemase family"
"ygeF","b2850","pseudogene"
"ygeG","b2851","predicted chaperone"
"ygeH","b2852","predictedtranscriptional regulator"
"ygeI","b2853","predicted protein"
"ygeK","b2856","pseudogene"
"ygeN","b2858","pseudogene"
"ygeO","b2859","pseudogene"
"ygeQ","b2863","pseudogene"
"ygeR","b2865","novel lipoprotein involved in septation; K12943 lipoprotein YgeR"
"ygeV","b2869","predicted DNA-binding transcriptional regulator"
"ygeW","b2870","predicted carbamoyltransferase"
"ygeX","b2871","2,3-diaminopropionate ammonia lyase, PLP-dependent (EC:4.3.1.15); K01751 diaminopropionate ammonia-lyase [EC:4.3.1.15]"
"ygeY","b2872","predicted peptidase"
"ygfA","NA","NA"
"ygfB","b2909","conserved protein, UPF0149 family; K09895 hypothetical protein"
"ygfF","b2902","predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain"
"ygfI","b2921","predicted DNA-binding transcriptional regulator"
"ygfK","b2878","predicted oxidoreductase, Fe-S subunit; K12527 putative selenate reductase [EC:1.97.1.9]"
"ygfM","b2880","predicted oxidoreductase; K12529 putative selenate reductase FAD-binding subunit"
"ygfQ","b4464","predicted purine permease; K06901 putative MFS transporter, AGZA family, xanthine/uracil permease"
"ygfS","b2886","predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit"
"ygfT","b2887","fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit"
"ygfU","NA","NA"
"ygfX","NA","NA"
"ygfY","NA","NA"
"ygfZ","b2898","iron-sulfur cluster repair protein, plumbagin resistance; K06980"
"yggC","b2928","conserved protein with nucleoside triphosphate hydrolase domain; K02173 hypothetical protein"
"yggD","b2929","predicted DNA-binding transcriptional regulator"
"yggE","b2922","oxidative stress defense protein; K09807 hypothetical protein"
"yggF","b2930","fructose 1,6 bisphosphatase isozyme"
"yggG","NA","NA"
"yggI","b2944","conserved protein; K02742 SprT protein"
"yggL","b2959","conserved protein, DUF469 family; K09923 hypothetical protein"
"yggM","b2956","conserved protein"
"yggN","b2958","predicted protein"
"yggP","b4465","predicted dehydrogenase"
"yggR","b2950","predicted pilus retraction ATPase; K02669 twitching motility protein PilT"
"yggS","b2951","predicted enzyme, binds pyridoxal 5'-phosphate; K06997"
"yggT","b2952","predicted inner membrane protein; K02221 YggT family protein"
"yggU","b2953","conserved protein, UPF0235 family; K09131 hypothetical protein"
"yggW","b2955","predicted oxidoreductase, HemN family; K02495 oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]"
"yggX","b2962","protein that protects iron-sulfur proteins against oxidative damage"
"yghA","b3003","predicted oxidoreductase; K00540 [EC:1.-.-.-]"
"yghB","b3009","general envelope maintenance protein"
"yghD","b2968","predicted secretion pathway M-type protein, membrane anchored; K02462 general secretion pathway protein M"
"yghE","b2969","pseudogene"
"yghF","b2970","pseudogene"
"yghG","b2971","pilotin, required for secretin (GspDbeta) OM localization; part of defective Gsp-beta operon; verified lipoprotein"
"yghJ","b4466","predicted inner membrane lipoprotein; K10939 accessory colonization factor AcfD"
"yghO","b2981","pseudogene"
"yghQ","b2983","predicted inner membrane protein"
"yghR","b2984","predicted ATP-binding protein"
"yghS","b2985","predicted ATP-binding protein"
"yghT","b2986","predicted ATP-binding protein"
"yghU","b2989","predicted S-transferase; K11209 GST-like protein"
"yghW","b2998","predicted protein"
"yghX","b4658","pseudogene"
"ygiB","b3037","DUF1190 family protein"
"ygiC","b3038","ATP-Grasp family ATPase"
"ygiD","b3039","predicted dioxygenase, LigB family"
"ygiF","b3054","predicted adenylate cyclase"
"ygiL","b3043","predicted fimbrial-like adhesin protein"
"ygiM","b3055","SH3 domain protein; K07184 SH3 domain protein"
"ygiN","b3029","quinol monooxygenase"
"ygiQ","b4469","Radical SAM superfamily protein"
"ygiS","b3020","predicted transporter subunit: periplasmic-binding component of ABC superfamily; K02035 peptide/nickel transport system substrate-binding protein"
"ygiV","b3023","transcriptional repressor for mcbR biofilm gene; K07471 probable transcriptional regulator"
"ygiW","b3024","conserved protein"
"ygiZ","b3027","inner membrane protein"
"ygjH","b3074","probable tRNA binding protein; putative tRNA corner chaperone; K06878 tRNA-binding protein"
"ygjI","b3078","predicted transporter"
"ygjJ","b3079","conserved protein"
"ygjK","b3080","alpha-glucosidase; K03931 putative isomerase"
"ygjP","b3085","predicted metal dependent hydrolase; K07043"
"ygjQ","b3086","conserved protein, SanA family, DUF218 superfamily"
"ygjR","b3087","predicted NAD(P)-binding dehydrogenase"
"ygjV","b3090","inner membrane protein, Imp-YgjV family"
"yhaB","b3120","predicted protein"
"yhaC","b3121","predicted protein"
"yhaH","b3103","inner membrane protein, DUF805 family"
"yhaI","b3104","inner membrane protein, DUF805 family"
"yhaJ","b3105","predicted DNA-binding transcriptional regulator"
"yhaK","b3106","redox-sensitive bicupin; K06911"
"yhaL","b3107","predicted protein"
"yhaM","b4470","conserved protein"
"yhaO","b3110","predicted transporter"
"yhaV","b3130","toxin of the SohB(PrlF)-YhaV toxin-antitoxin system"
"yhbE","b3184","predicted inner membrane permease"
"yhbJ","b3205","adaptor protein RapZ for GlmZ/GlmY sRNA decay; glucosamine-6-phosphate regulated; NTPase; K06958 UPF0042 nucleotide-binding protein"
"yhbO","b3153","stress-resistance protein; K05520 protease I [EC:3.2.-.-]"
"yhbP","b3154","conserved protein, UPF0306 family; K09979 hypothetical protein"
"yhbQ","b3155","conserved protein, GIY-YIG nuclease superfamily; K07461 putative endonuclease"
"yhbS","b3156","predicted acyltransferase with acyl-CoA N-acyltransferase domain; K03824 putative acetyltransferase [EC:2.3.1.-]"
"yhbT","b3157","predicted lipid carrier protein, COG3154 family"
"yhbU","b3158","predicted peptidase (collagenase-like); K08303 putative protease [EC:3.4.-.-]"
"yhbV","b3159","predicted protease"
"yhbW","b3160","predicted enzyme"
"yhbX","b3173","predicted hydrolase, inner membrane"
"yhbY","b3180","RNA binding protein associated with pre-50S ribosomal subunits; K07574 RNA-binding protein"
"yhcA","b3215","predicted periplasmic chaperone protein"
"yhcB","b3233","conserved protein; K09908 hypothetical protein"
"yhcC","b3211","predicted Fe-S oxidoreductase; K07139"
"yhcD","b3216","predicted outer membrane mbrial subunitusher protein"
"yhcE","b4569","pseudogene"
"yhcF","b3219","predicted transcriptional regulator"
"yhcG","b3220","conserved protein"
"yhcH","b3221","conserved protein"
"yhcM","b3232","conserved protein with nucleoside triphosphate hydrolase domain; K06916"
"yhcN","b3238","conserved protein"
"yhcO","b3239","predicted barnase inhibitor; K03623 ribonuclease inhibitor"
"yhdE","b3248","Maf-like protein; K06287 septum formation protein"
"yhdH","NA","NA"
"yhdJ","b3262","DNA adenine methyltransferase, SAM-dependent; K07319 putative adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"yhdL","NA","NA"
"yhdN","b3293","conserved protein, DUF1992 family"
"yhdP","b4472","conserved membrane protein, predicted transporter"
"yhdT","b3257","conserved inner membrane protein"
"yhdU","b3263","predicted membrane protein"
"yhdV","b3267","predicted outer membrane protein"
"yhdW","b3268","pseudogene"
"yhdX","b3269","predicted amino-acid transporter subunit; K09970 general L-amino acid transport system permease protein"
"yhdY","b3270","predicted amino-acid transporter subunit; K09971 general L-amino acid transport system permease protein"
"yhdZ","b3271","predicted amino-acid transporter subunit; K09972 general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]"
"yheL","NA","NA"
"yheM","NA","NA"
"yheN","NA","NA"
"yheO","b3346","conserved protein"
"yheS","b3352","fused predicted transporter subunits of ABC superfamily: ATP-binding components; K06158 ATP-binding cassette, subfamily F, member 3"
"yheT","b3353","predicted hydrolase; K07019"
"yheU","b3354","conserved protein; K09898 hypothetical protein"
"yheV","b4551","predicted protein; K07070"
"yhfA","b3356","conserved protein, OsmC family; K07397 putative redox protein"
"yhfG","b3362","predicted Fic-binding protein"
"yhfK","b3358","conserved inner membrane protein"
"yhfL","b3369","small lipoprotein"
"yhfS","b3376","conserved protein"
"yhfT","b3377","predicted inner membrane protein"
"yhfU","b3378","predicted protein"
"yhfW","b3380","predicted mutase"
"yhfX","b3381","predicted amino acid racemase"
"yhfY","b3382","conserved protein"
"yhfZ","b3383","conserved protein"
"yhgA","b3411","predicted transposase"
"yhgE","b3402","predicted inner membrane protein"
"yhgF","b3407","predicted transcriptional accessory protein; K06959 uncharacterized protein"
"yhgN","b3434","predicted antibiotic transporter"
"yhhA","b3448","conserved protein, DUF2756 family"
"yhhH","b3483","predicted protein"
"yhhI","b3484","predicted transposase"
"yhhJ","b3485","predicted permease subunit, ABC transporter superfamily, inner membrane protein; K01992 ABC-2 type transport system permease protein"
"yhhK","NA","NA"
"yhhL","b3466","conserved protein, DUF1145 family; K08993 putative membrane protein"
"yhhM","b3467","conserved protein, DUF2500 family"
"yhhN","b3468","predicted inner membrane protein, TMEM86 family"
"yhhQ","b3471","DUF165 family inner membrane protein; K09125 hypothetical protein"
"yhhS","b3473","putative arabinose efflux transporter"
"yhhT","b3474","inner membrane protein, predicted membrane permease, UPF0118 family"
"yhhW","b3439","quercetinase activity in vitro; K06911"
"yhhX","b3440","predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain"
"yhhY","b3441","predicted acetyltransferase; K03825 putative acetyltransferase [EC:2.3.1.-]"
"yhhZ","b3442","predicted Hcp1 family polymorphic toxin protein; predicted colicin-like DNase/tRNase activity; K06887"
"yhiD","b3508","predicted Mg(2+) transport ATPase, inner membrane protein; K07507 putative Mg2+ transporter-C (MgtC) family protein"
"yhiI","b3487","predicted membrane fusion protein (MFP) of efflux pump; K01993 HlyD family secretion protein"
"yhiJ","b3488","predicted protein"
"yhiL","b4660","pseudogene"
"yhiM","b3491","acid resistance protein, inner membrane"
"yhiN","b3492","predicted oxidoreductase with FAD/NAD(P)-binding domain; K07007"
"yhiQ","NA","NA"
"yhiR","NA","NA"
"yhiS","b3504","pseudogene"
"yhjA","b3518","predicted cytochrome C peroxidase; K00428 cytochrome c peroxidase [EC:1.11.1.5]"
"yhjB","b3520","predicted two-component system response regulator, LuxR-like HTH domain, function unknown"
"yhjC","b3521","predicted DNA-binding transcriptional regulator"
"yhjD","b3522","putative alternate lipid exporter, suppressor of msbA and KDO essentiality, inner membrane protein; K07058 membrane protein"
"yhjE","b3523","inner membrane protein, predicted transporter"
"yhjG","b3524","Inner membrane protein, AsmA family; K07290 hypothetical protein"
"yhjH","b3525","cyclic-di-GMP phosphodiesterase, FlhDC-regulated"
"yhjJ","b3527","predicted zinc-dependent peptidase"
"yhjK","b3529","cyclic-di-GMP phosphodiesterase"
"yhjR","b3535","putative protein"
"yhjV","b3539","predicted transporter"
"yhjX","NA","NA"
"yhjY","b3548","conserved protein"
"yiaA","b3562","inner membrane protein, YiaAB family"
"yiaB","b3563","inner membrane protein, YiaAB family"
"yiaC","b3550","predicted acyltransferase with acyl-CoA N-acyltransferase domain; K03826 putative acetyltransferase [EC:2.3.1.-]"
"yiaD","b3552","multicopy suppressor of bamB; outer membrane lipoprotein"
"yiaF","b3554","conserved protein"
"yiaG","b3555","predicted transcriptional regulator, HTH_CROC1 family; K07726 putative transcriptional regulator"
"yiaJ","b3574","DNA-binding transcriptional repressor of yiaK-S operon"
"yiaK","NA","NA"
"yiaL","b3576","conserved protein"
"yiaM","b3577","L-dehydroascorbate transporter, TRAP permease small subunit for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO"
"yiaN","b3578","L-dehydroascorbate transporter, TRAP permease large subunit for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO"
"yiaO","b3579","L-dehydroascorbate transporter, periplasmic binding protein for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO"
"yiaQ","b3581","3-keto-L-gulonate 6-phosphate decarboxylase (EC:4.1.2.-); K03081 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]"
"yiaR","b3582","predicted L-xylulose 5-phosphate 3-epimerase; K03082 hexulose-6-phosphate isomerase [EC:5.-.-.-]"
"yiaS","b3583","L-ribulose-5-phosphate 4-epimerase (EC:5.1.3.4); K03080 L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"
"yiaT","b3584","predicted outer membrane protein; K07274 outer membrane protein"
"yiaU","b3585","predicted DNA-binding transcriptional regulator"
"yiaV","b3586","membrane fusion protein (MFP) component of efflux pump, signal anchor"
"yiaW","b3587","inner membrane protein, DUF3302 family"
"yiaY","b3589","predicted Fe-containing alcohol dehydrogenase, Pfam00465 family; K13954 alcohol dehydrogenase [EC:1.1.1.1]"
"yibA","b3594","predicted lyase containing HEAT-repeat"
"yibB","b3618","conserved protein, pfam09612 family"
"yibD","NA","NA"
"yibF","b3592","glutathione S-transferase homolog"
"yibG","b3596","conserved protein"
"yibH","b3597","predicted protein"
"yibI","b3598","inner membrane protein, DUF3302 family"
"yibJ","b3595","pseudogene"
"yibL","b3602","conserved protein, ribosome-associated; K14762 ribosome-associated protein"
"yibN","b3611","predicted rhodanese-related sulfurtransferase"
"yibQ","b3614","predicted polysaccharide deacetylase; K09798 hypothetical protein"
"yibS","b4650","pseudogene"
"yibT","b4554","predicted protein"
"yibU","b4652","pseudogene"
"yibV","b4615","pseudogene"
"yibW","b4651","pseudogene"
"yicC","b3644","conserved protein, UPF0701 family"
"yicG","b3646","inner membrane protein, UPF0126 family"
"yicH","b3655","conserved protein"
"yicI","b3656","predicted alpha-glucosidase; K01811 alpha-D-xyloside xylohydrolase [EC:3.2.1.177]"
"yicJ","b3657","predicted transporter; K03292 glycoside/pentoside/hexuronide:cation symporter, GPH family"
"yicL","b3660","predicted inner membrane protein"
"yicN","b3663","conserved protein"
