eco_id gene gene_description
eco:b0136 yadK predicted_fimbrial-like_adhesin_protein
eco:b0137 yadL predicted_fimbrial-like_adhesin_protein
eco:b0138 yadM predicted_fimbrial-like_adhesin_protein
eco:b0141 yadN predicted_fimbrial-like_adhesin_protein
eco:b0157 yadS inner_membrane_protein,_UPF0126_family
eco:b0140 yadV predicted_periplasmic_pilin_chaperone;_K15540_chaperone_protein_EcpD
eco:b0193 yaeF predicted_lipoprotein
eco:b0163 yaeH conserved_protein,_UPF0325_family
eco:b0164 yaeI phosphodiesterase_with_model_substrate_bis-pNPP;_K07098
eco:b0164 yaeI phosphodiesterase_with_model_substrate_bis-pNPP;_K07098
eco:b4406 yaeP conserved_protein
eco:b0190 yaeQ conserved_protein
eco:b0187 yaeR predicted_lyase;_K08234_glyoxylase_I_family_protein
eco:b0208 yafC predicted_DNA-binding_transcriptional_regulator
eco:b0209 yafD conserved_protein
eco:b0210 yafE predicted_S-adenosyl-L-methionine-dependent_methyltransferase
eco:b4503 yafF pseudogene
eco:b0223 yafJ predicted_amidotransfease;_K07008_glutamine_amidotransferase
eco:b0224 yafK conserved_protein
eco:b0227 yafL predicted_lipoprotein_and_C40_family_peptidase
eco:b0232 yafN antitoxin_of_the_YafO-YafN_toxin-antitoxin_system
eco:b0232 yafN antitoxin_of_the_YafO-YafN_toxin-antitoxin_system
eco:b0234 yafP predicted_acyltransferase_with_acyl-CoA_N-acyltransferase_domain;_K03830_putative_acetyltransferase_[EC:2.3.1.-]
eco:b0225 yafQ translation_inhibitor_toxin_of_toxin-antitoxin_pair_YafQ/DinJ
eco:b0225 yafQ translation_inhibitor_toxin_of_toxin-antitoxin_pair_YafQ/DinJ
eco:b0213 yafS predicted_S-adenosyl-L-methionine-dependent_methyltransferase
eco:b0217 yafT lipoprotein
eco:b0218 yafU pseudogene
eco:b0219 yafV predicted_C-N_hydrolase_family_amidase,_NAD(P)-binding;_K08590_carbon-nitrogen_hydrolase_family_protein
eco:b0248 yafX CP4-6_prophage;_predicted_protein
eco:b0251 yafY lipoprotein,_inner_membrane;_overproduction_stimulates_degP_expression;_CP4-6_prophage
eco:b0252 yafZ CP4-6_prophage;_conserved_protein
eco:b0267 yagA CP4-6_prophage;_predicted_DNA-binding_transcriptional_regulator
eco:b0266 yagB pseudogene
eco:b0268 yagE 2-keto-3-deoxy_gluconate_(KDG)_aldolase;_CP4-6_prophage;_K01714_4-hydroxy-tetrahydrodipicolinate_synthase_[EC:4.3.3.7]
eco:b0269 yagF CP4-6_prophage;_predicted_dehydratase
eco:b0270 yagG CP4-6_prophage;_predicted_sugar_transporter
eco:b0271 yagH CP4-6_prophage;_predicted_xylosidase/arabinosidase;_K01198_xylan_1,4-beta-xylosidase_[EC:3.2.1.37]
eco:b0272 yagI CP4-6_prophage;_predicted_DNA-binding_transcriptional_regulator
eco:b0276 yagJ pseudogene
eco:b0277 yagK CP4-6_prophage;_conserved_protein
eco:b0278 yagL CP4-6_prophage;_DNA-binding_protein
eco:b0279 yagM CP4-6_prophage;_predicted_protein
eco:b0280 yagN CP4-6_prophage;_predicted_protein
eco:b4694 yagP pseudogene
eco:b4694 yagP pseudogene
eco:b0287 yagU inner_membrane_protein,_DUF1440_family;_K08996_putative_membrane_protein
eco:b0315 yahA c-di-GMP-specific_phosphodiesterase;_K13244_c-di-GMP-specific_phosphodiesterase_[EC:3.1.4.52]
eco:b0316 yahB predicted_DNA-bindng_transcriptional_regulator
eco:b0317 yahC predicted_inner_membrane_protein
eco:b0318 yahD ankyrin_repeat_protein;_K06867
eco:b0319 yahE predicted_protein
eco:b0320 yahF predicted_acyl-CoA_synthetase_with_NAD(P)-binding_domain_and_succinyl-CoA_synthetase_domain
eco:b0321 yahG conserved_protein
eco:b0323 yahI carbamate_kinase-like_protein;_K00926_carbamate_kinase_[EC:2.7.2.2]
eco:b0324 yahJ predicted_deaminase_with_metallo-dependent_hydrolase_domain
eco:b0325 yahK predicted_oxidoreductase,_Zn-dependent_and_NAD(P)-binding;_K13979_uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_[EC:1.-.-.-]
eco:b0326 yahL predicted_protein
eco:b0327 yahM predicted_protein
eco:b0328 yahN amino_acid_exporter_for_proline,_lysine,_glutamate,_homoserine;_K03329_amino_acid_exporter
eco:b0329 yahO periplasmic_protein,_function_unknown,_YhcN_family
eco:b0329 yahO periplasmic_protein,_function_unknown,_YhcN_family
eco:b0389 yaiA OxyR-regulated_conserved_protein
eco:b0391 yaiE conserved_protein,_UPF0345_family;_K09913_hypothetical_protein
eco:b0387 yaiI conserved_protein,_UPF0178_family,_downregulated_by_beryllium;_K09768_hypothetical_protein
eco:b0354 yaiL DUF2058_family_protein;_K09912_hypothetical_protein
eco:b0358 yaiO outer_membrane_protein
eco:b0363 yaiP predicted_glucosyltransferase
eco:b0364 yaiS conserved_protein
eco:b0364 yaiS conserved_protein
eco:b4580 yaiT pseudogene
eco:b0375 yaiV predicted_DNA-binding_transcriptional_regulator
eco:b0378 yaiW probable_lipoprotein_required_for_swarming_phenotype
eco:b4579 yaiX pseudogene
eco:b0379 yaiY inner_membrane_protein,_DUF2755_family
eco:b0380 yaiZ predicted_inner_membrane_protein,_DUF2754_family
eco:b0407 yajC SecYEG_protein_translocase_auxillary_subunit;_K03210_preprotein_translocase_subunit_YajC
eco:b0407 yajC SecYEG_protein_translocase_auxillary_subunit;_K03210_preprotein_translocase_subunit_YajC
eco:b0410 yajD HNH_nuclease_family_protein
eco:b0434 yajG predicted_lipoprotein;_K07286_uncharacterized_lipoprotein
eco:b0412 yajI predicted_lipoprotein
eco:b0424 yajL oxidative-stress-resistance_chaperone;_K03152_4-methyl-5(b-hydroxyethyl)-thiazole_monophosphate_biosynthesis
eco:b0419 yajO 2-carboxybenzaldehyde_reductase
eco:b0426 yajQ phage_Phi6_host_factor,_ATP/GTP_binding_protein;_K09767_hypothetical_protein
eco:b0427 yajR predicted_transporter
eco:b0456 ybaA conserved_protein,_DUF1428_family
eco:b0471 ybaB conserved_protein;_K09747_hypothetical_protein
eco:b0445 ybaE predicted_transporter_subunit:_periplasmic-binding_component_of_ABC_superfamily
eco:b0481 ybaK conserved_protein
eco:b0478 ybaL predicted_transporter_with_NAD(P)-binding_Rossmann-fold_domain;_K03455_monovalent_cation:H+_antiporter-2,_CPA2_family
eco:b0466 ybaM predicted_protein
eco:b0468 ybaN inner_membrane_protein,_DUF454_family;_K09790_hypothetical_protein
eco:b0447 ybaO predicted_DNA-binding_transcriptional_regulator;_K05800_Lrp/AsnC_family_transcriptional_regulator
eco:b0447 ybaO predicted_DNA-binding_transcriptional_regulator;_K05800_Lrp/AsnC_family_transcriptional_regulator
eco:b0447 ybaO predicted_DNA-binding_transcriptional_regulator;_K05800_Lrp/AsnC_family_transcriptional_regulator
eco:b0482 ybaP conserved_protein,_TraB_family;_K09973_hypothetical_protein
eco:b0483 ybaQ predicted_DNA-binding_transcriptional_regulator
eco:b0486 ybaT predicted_amino_acid_transporter
eco:b0442 ybaV conserved_protein,_ComEA_homolog;_K02237_competence_protein_ComEA
eco:b0453 ybaY outer_membrane_lipoprotein;_K09914_putative_lipoprotein
eco:b0454 ybaZ excision_repair_protein,_alkyltransferase-like_protein_ATL;_K07443_methylated-DNA-protein-cysteine_methyltransferase_related_protein
eco:b0454 ybaZ excision_repair_protein,_alkyltransferase-like_protein_ATL;_K07443_methylated-DNA-protein-cysteine_methyltransferase_related_protein
eco:b0495 ybbA predicted_transporter_subunit:_ATP-binding_component_of_ABC_superfamily;_K02003_putative_ABC_transport_system_ATP-binding_protein
eco:b0498 ybbC predicted_protein
eco:b0501 ybbD pseudogene
eco:b0488 ybbJ inner_membrane_protein_that_stimulates_the_ftsH_htpX_mutant_suppressor_activity_of_QmcA;_K07340_hypothetical_protein
eco:b0488 ybbJ inner_membrane_protein_that_stimulates_the_ftsH_htpX_mutant_suppressor_activity_of_QmcA;_K07340_hypothetical_protein
eco:b0488 ybbJ inner_membrane_protein_that_stimulates_the_ftsH_htpX_mutant_suppressor_activity_of_QmcA;_K07340_hypothetical_protein
eco:b0488 ybbJ inner_membrane_protein_that_stimulates_the_ftsH_htpX_mutant_suppressor_activity_of_QmcA;_K07340_hypothetical_protein
eco:b0488 ybbJ inner_membrane_protein_that_stimulates_the_ftsH_htpX_mutant_suppressor_activity_of_QmcA;_K07340_hypothetical_protein
eco:b0490 ybbL predicted_transporter_subunit:_ATP-binding_component_of_ABC_superfamily;_K02068_putative_ABC_transport_system_ATP-binding_protein
eco:b0491 ybbM inner_membrane_protein,_UPF0014_family;_K02069_putative_ABC_transport_system_permease_protein
eco:b0492 ybbN DnaK_co-chaperone,_thioredoxin-like_protein;_K05838_putative_thioredoxin
eco:b0493 ybbO predicted_oxidoreductase_with_NAD(P)-binding_Rossmann-fold_domain;_K00540_[EC:1.-.-.-]
eco:b0496 ybbP predicted_ABC_transporter_permease;_K02004_putative_ABC_transport_system_permease_protein
eco:b0511 ybbW predicted_allantoin_transporter;_K10975_allantoin_permease
eco:b0513 ybbY predicted_uracil/xanthine_transporter
eco:b0521 ybcF predicted_carbamate_kinase;_K00926_carbamate_kinase_[EC:2.7.2.2]
eco:b0567 ybcH predicted_protein
eco:b0527 ybcI inner_membrane_protein,_DUF457_family;_K07038_inner_membrane_protein
eco:b0528 ybcJ ribosome-associated_protein;_predicted_RNA-binding_protein;_K14761_ribosome-associated_protein
eco:b0544 ybcK DLP12_prophage;_predicted_recombinase
eco:b0545 ybcL DLP12_prophage;_secreted_protein,_UPF0098_family;_K06910
eco:b0546 ybcM DLP12_prophage;_predicted_DNA-binding_transcriptional_regulator
eco:b0547 ybcN DLP12_prophage;_predicted_protein
eco:b0549 ybcO DLP12_prophage;_predicted_protein
eco:b0558 ybcV DLP12_prophage;_predicted_protein
eco:b0559 ybcW DLP12_prophage;_predicted_protein
eco:b0562 ybcY pseudogene
eco:b4512 ybdD conserved_protein,_DUF466_family
eco:b0579 ybdF conserved_protein
eco:b0599 ybdH predicted_oxidoreductase;_K08317_uncharacterized_oxidoreductase_[EC:1.1.-.-]
eco:b0580 ybdJ predicted_inner_membrane_protein
eco:b0581 ybdK weak_gamma-glutamyl:cysteine_ligase_(EC:6.3.2.2);_K06048_carboxylate-amine_ligase_[EC:6.3.-.-]
eco:b0600 ybdL methionine_aminotransferase,_PLP-dependent_(EC:2.6.1.-);_K14287_methionine_aminotransferase_[EC:2.6.1.-]
eco:b0601 ybdM conserved_protein
eco:b0601 ybdM conserved_protein
eco:b0602 ybdN conserved_protein
eco:b0608 ybdR predicted_oxidoreductase,_Zn-dependent_and_NAD(P)-binding
eco:b4511 ybdZ stimulator_of_EntF_adenylation_activity,_MbtH-like
eco:b4511 ybdZ stimulator_of_EntF_adenylation_activity,_MbtH-like
eco:b0631 ybeD conserved_protein,_UPF0250_family;_K09158_hypothetical_protein
eco:b0629 ybeF predicted_DNA-binding_transcriptional_regulator
eco:b0643 ybeL conserved_protein,_DUF1451_family
eco:b4581 ybeM pseudogene
eco:b0644 ybeQ conserved_protein;_K07126
eco:b0645 ybeR predicted_protein
eco:b0647 ybeT conserved_protein,_Sel1_family;_K07126
eco:b0648 ybeU conserved_protein,_DUF1266_family
eco:b0658 ybeX predicteed_ion_transport;_K06189_magnesium_and_cobalt_transporter
eco:b0659 ybeY metal-binding_heat_shock_protein_required_for_rRNA_maturation;_K07042_probable_rRNA_maturation_factor
eco:b0660 ybeZ predicted_protein_with_nucleoside_triphosphate_hydrolase_domain;_K06217_phosphate_starvation-inducible_protein_PhoH_and_related_proteins
eco:b0699 ybfA predicted_protein
eco:b0702 ybfB predicted_membrane_protein
eco:b0704 ybfC predicted_protein
eco:b0706 ybfD conserved_protein
eco:b0706 ybfD conserved_protein
eco:b0685 ybfE conserved_protein,_LexA-regulated
eco:b0685 ybfE conserved_protein,_LexA-regulated
eco:b0686 ybfF acyl-CoA_esterase;_K01175_[EC:3.1.-.-]
eco:b0691 ybfG pseudogene
eco:b4636 ybfI pseudogene
eco:b4590 ybfK hypothetical_protein
eco:b0705 ybfL pseudogene
eco:b0703 ybfO pseudogene
eco:b0689 ybfP lipoprotein
eco:b4514 ybfQ pseudogene
eco:b0707 ybgA conserved_protein,_DUF1722_family
eco:b0736 ybgC acyl-CoA_thioesterase,_involved_in_phospholipid_metabolism;_K07107_acyl-CoA_thioester_hydrolase_[EC:3.1.2.-]
eco:b0719 ybgD predicted_fimbrial-like_adhesin_protein
eco:b0735 ybgE conserved_protein
eco:b0742 ybgF periplasmic_TolA-binding_protein
eco:b0710 ybgI conserved_metal-binding_protein,_NIF3_family
eco:b0711 ybgJ predicted_allophanate_hydrolase,_subunit_1
eco:b0712 ybgK predicted_allophanate_hydrolase,_subunit_2
eco:b0713 ybgL conserved_protein,_UPF0271_family;_K07160_UPF0271_protein
eco:b0716 ybgO predicted_fimbrial-like_adhesin_protein
eco:b0717 ybgP predicted_periplasmic_pilus_chaperone
eco:b0718 ybgQ predicted_outer_membrane_protein
eco:b0753 ybgS conserved_protein
eco:b4515 ybgT conserved_protein
eco:b0766 ybhA pyridoxal_phosphate_(PLP)_phosphatase;_K07024
eco:b0773 ybhB kinase_inhibitor_homolog,_UPF0098_family;_K06910
eco:b0772 ybhC acyl-CoA_thioesterase,_lipoprotein;_K01051_pectinesterase_[EC:3.1.1.11]
eco:b0768 ybhD predicted_DNA-binding_transcriptional_regulator
eco:b0794 ybhF fused_predicted_transporter_subunits_of_ABC_superfamily:_ATP-binding_components;_K01990_ABC-2_type_transport_system_ATP-binding_protein
eco:b0795 ybhG predicted_membrane_fusion_protein_(MFP)_component_of_efflux_pump,_membrane_anchor;_K01993_HlyD_family_secretion_protein
eco:b0769 ybhH conserved_protein;_K09788_hypothetical_protein
eco:b0770 ybhI predicted_transporter;_K03319_divalent_anion:Na+_symporter,_DASS_family
eco:b0771 ybhJ predicted_hydratase;_K01681_aconitate_hydratase_[EC:4.2.1.3]
eco:b0780 ybhK predicted_transferase_with_NAD(P)-binding_Rossmann-fold_domain
eco:b0786 ybhL inner_membrane_protein,_UPF0005_family;_K06890
eco:b0787 ybhM inner_membrane_protein,_UPF0005_family;_K06890
eco:b0788 ybhN conserved_inner_membrane_protein;_K07027
eco:b0790 ybhP conserved_protein,_endo/exonuclease/phosphatase_family_PFAM_PF03372;_K06896
eco:b0791 ybhQ inner_membrane_protein
eco:b0792 ybhR predicted_transporter_subunit:_membrane_component_of_ABC_superfamily;_K01992_ABC-2_type_transport_system_permease_protein
eco:b0793 ybhS predicted_transporter_subunit:_membrane_component_of_ABC_superfamily;_K01992_ABC-2_type_transport_system_permease_protein
eco:b0798 ybiA conserved_protein,_DUF1768_family;_K09935_hypothetical_protein
eco:b0800 ybiB predicted_family_3_glycosyltransferase
eco:b0801 ybiC predicted_dehydrogenase;_K13574_uncharacterized_oxidoreductase_[EC:1.1.1.-]
eco:b0796 ybiH predicted_DNA-binding_transcriptional_regulator
eco:b0803 ybiI DksA-type_zinc_finger_protein
eco:b0802 ybiJ predicted_protein
eco:b0808 ybiO mechanosensitive_channel_protein,_intermediate_conductance
eco:b0815 ybiP predicted_hydrolase,_inner_membrane
eco:b0818 ybiR predicted_transporter
eco:b0819 ybiS L,D-transpeptidase_linking_Lpp_to_murein;_K16291_L,D-transpeptidase
eco:b0820 ybiT fused_predicted_transporter_subunits_of_ABC_superfamily:_ATP-binding_components
eco:b0821 ybiU predicted_protein
eco:b0822 ybiV sugar_phosphatase;_preference_for_fructose-1-P,_ribose-5-P_and_glucose-6-P;_K07757_sugar-phosphatase_[EC:3.1.3.23]
eco:b0823 ybiW predicted_pyruvate_formate_lyase;_K00656_formate_C-acetyltransferase_[EC:2.3.1.54]
eco:b0804 ybiX conserved_protein,_Fe(II)-dependent_oxygenase_superfamily;_K07336_PKHD-type_hydroxylase_[EC:1.14.11.-]
eco:b0824 ybiY predicted_pyruvate_formate_lyase_activating_enzyme;_K04069_pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]
eco:b0850 ybjC conserved_protein,_DUF1418_family
eco:b0876 ybjD conserved_protein_with_nucleoside_triphosphate_hydrolase_domain;_K07459_putative_ATP-dependent_endonuclease_of_the_OLD_family
eco:b0874 ybjE predicted_transporter
eco:b0841 ybjG undecaprenyl_pyrophosphate_phosphatase;_K06153_undecaprenyl-diphosphatase_[EC:3.6.1.27]
eco:b0843 ybjH predicted_protein
eco:b0844 ybjI FMN_and_erythrose-4-P_phosphatase;_K07024
eco:b0845 ybjJ predicted_transporter
eco:b0847 ybjL predicted_transporter;_K07085_putative_transport_protein
eco:b0848 ybjM inner_membrane_protein
eco:b0853 ybjN negative_regulator_of_motility;_multicopy_suppressor_of_coaA(Ts)
eco:b0853 ybjN negative_regulator_of_motility;_multicopy_suppressor_of_coaA(Ts)
eco:b0858 ybjO inner_membrane_protein,_DUF2593_family
eco:b0865 ybjP lipoprotein
eco:b0866 ybjQ conserved_protein,_UPF0145_family
eco:b0868 ybjS predicted_NAD(P)H-binding_oxidoreductase_with_NAD(P)-binding_Rossmann-fold_domain
eco:b0869 ybjT conserved_protein_with_NAD(P)-binding_Rossmann-fold_domain
eco:b0877 ybjX conserved_protein;_K09824_hypothetical_protein
eco:b0897 ycaC predicted_hydrolase,_isochorismatase_family
eco:b0898 ycaD predicted_MFS-type_transporter;_K08219_MFS_transporter,_UMF2_family,_putative_MFS_family_transporter_protein
eco:b0913 ycaI inner_membrane_protein,_ComEC_family_of_competence_proteins;_K02238_competence_protein_ComEC
eco:b0901 ycaK conserved_protein;_K00358_[EC:1.6.99.-]
eco:b0909 ycaL predicted_peptidase_with_chaperone_function;_K07387_putative_metalloprotease_[EC:3.4.24.-]
eco:b0899 ycaM predicted_transporter
eco:b0905 ycaO ribosomal_protein_S12_methylthiotransferase_accessory_factor;_K09136_ribosomal_protein_S12_methylthiotransferase
eco:b0906 ycaP predicted_inner_membrane_protein,_UPF0702_family
eco:b0916 ycaQ conserved_protein;_K09927_hypothetical_protein
eco:b0917 ycaR peroxide_and_acid_resistance_protein,_UPF0434_family;_K09791_hypothetical_protein
eco:b0925 ycbB murein_L,D-transpeptidase
eco:b0920 ycbC conserved_protein,_DUF218_superfamily
eco:b0944 ycbF predicted_periplasmic_pilini_chaperone
eco:b0919 ycbJ conserved_protein
eco:b0926 ycbK conserved_protein
eco:b0927 ycbL predicted_metal-binding_enzyme
eco:b0927 ycbL predicted_metal-binding_enzyme
eco:b0942 ycbU predicted_fimbrial-like_adhesin_protein
eco:b0943 ycbV predicted_fimbrial-like_adhesin_protein
eco:b0947 ycbX predicted_2Fe-2S_cluster-containing_protein;_6-N-hydroxylaminopurine_resistance_protein;_K07140
eco:b0955 ycbZ predicted_peptidase;_K04770_Lon-like_ATP-dependent_protease_[EC:3.4.21.-]
eco:b0970 yccA HflBKC-binding_inner_membrane_protein,_UPF0005_family;_K06890
eco:b4592 yccB hypothetical_protein
eco:b1001 yccE predicted_protein
eco:b0961 yccF inner_membrane_protein,_DUF307_family
eco:b1003 yccJ predicted_protein
eco:b0992 yccM predicted_4Fe-4S_membrane_protein
eco:b0960 yccS inner_membrane_protein
eco:b0964 yccT conserved_protein;_K09909_hypothetical_protein
eco:b0965 yccU predicted_CoA-binding_protein;_K06929
eco:b0968 yccX weak_acylphosphatase;_K01512_acylphosphatase_[EC:3.6.1.7]
eco:b1025 ycdT diguanylate_cyclase,_membrane-anchored
eco:b1029 ycdU predicted_inner_membrane_protein
eco:b1034 ycdX alkaline_phosphatase_required_for_swarming;_K04477_putative_hydrolase
eco:b1035 ycdY YcdX_chaperone,_redox_enzyme_maturation_protein_(REMP)_required_for_swarming
eco:b1036 ycdZ DUF1097_family_inner_membrane_protein
eco:b1055 yceA predicted_rhodanese-related_sulfurtransferase;_K07146_UPF0176_protein
eco:b1063 yceB lipoprotein,_DUF1439_family
eco:b1088 yceD conserved_protein,_DUF177_family;_K07040_uncharacterized_protein
eco:b1087 yceF Maf-like_protein
eco:b1097 yceG septation_protein,_ampicillin_sensitivity;_K07082_UPF0755_protein
eco:b1067 yceH conserved_protein,_UPF0502_family;_K09915_hypothetical_protein
eco:b1056 yceI secreted_protein
eco:b1057 yceJ predicted_cytochrome_b561
eco:b1050 yceK outer_membrane_integrity_lipoprotein
eco:b1068 yceM predicted_oxidoreductase_with_NAD(P)-binding_Rossmann-fold_domain;_K03810_virulence_factor
eco:b1058 yceO predicted_protein
eco:b1085 yceQ predicted_protein
eco:b1100 ycfH predicted_DNAse;_K03424_TatD_DNase_family_protein_[EC:3.1.21.-]
eco:b1100 ycfH predicted_DNAse;_K03424_TatD_DNase_family_protein_[EC:3.1.21.-]
eco:b1110 ycfJ predicted_protein
eco:b1104 ycfL predicted_protein
eco:b1108 ycfP conserved_protein;_K07000
eco:b1111 ycfQ repressor_for_bhsA(ycfR)
eco:b1111 ycfQ repressor_for_bhsA(ycfR)
eco:b1113 ycfS L,D-transpeptidase_linking_Lpp_to_murein;_K16291_L,D-transpeptidase
eco:b1115 ycfT inner_membrane_protein
eco:b1121 ycfZ inner_membrane_protein
eco:b1188 ycgB conserved_protein
eco:b1168 ycgG predicted_membrane-anchored_cyclic-di-GMP_phosphodiesterase
eco:b4491 ycgH pseudogene
eco:b4521 ycgI pseudogene
eco:b1177 ycgJ predicted_protein
eco:b1179 ycgL conserved_protein;_K09902_hypothetical_protein
eco:b1180 ycgM predicted_isomerase/hydrolase
eco:b1181 ycgN UPF0153_family_cysteine_cluster_protein,_function_unknown;_K09160_hypothetical_protein
eco:b1194 ycgR flagellar_velocity_braking_protein,_c-di-GMP-regulated
eco:b1202 ycgV predicted_adhesin
eco:b1161 ycgX predicted_protein
eco:b1196 ycgY predicted_protein
eco:b1164 ycgZ RcsB_connector_protein_for_regulation_of_biofilm_and_acid-resistance
eco:b1164 ycgZ RcsB_connector_protein_for_regulation_of_biofilm_and_acid-resistance
eco:b1214 ychA conserved_protein
eco:b1242 ychE predicted_inner_membrane_protein
eco:b1203 ychF catalase_inhibitor_protein;_ATPase,_K+-dependent,_ribosome-associated;_K06942
eco:b1203 ychF catalase_inhibitor_protein;_ATPase,_K+-dependent,_ribosome-associated;_K06942
eco:b1205 ychH predicted_inner_membrane_protein
eco:b1233 ychJ conserved_protein,_UPF0225_family;_K09858_SEC-C_motif_domain_protein
eco:b1219 ychN conserved_protein;_K06039_uncharacterized_protein_involved_in_oxidation_of_intracellular_sulfur
eco:b1213 ychQ predicted_inner_membrane_protein,_SIRB_family
eco:b1253 yciA acyl-CoA_esterase;_K10806_acyl-CoA_thioesterase_YciA_[EC:3.1.2.-]
eco:b1254 yciB predicted_inner_membrane_protein;_K06190_intracellular_septation_protein
eco:b1255 yciC inner_membrane_protein,_UPF0259_family
eco:b1257 yciE predicted_rubrerythrin/ferritin-like_metal-binding_protein
eco:b1258 yciF predicted_rubrerythrin/ferritin-like_metal-binding_protein
eco:b1259 yciG predicted_protein;_K06884
eco:b1282 yciH initiation_factor_function_partial_mimic,_SUI1_family;_K03113_translation_initiation_factor_1
eco:b1251 yciI predicted_enzyme;_K09780_hypothetical_protein
eco:b1271 yciK predicted_oxoacyl-(acyl_carrier_protein)_reductase,_EmrKY-TolC_system
eco:b1271 yciK predicted_oxoacyl-(acyl_carrier_protein)_reductase,_EmrKY-TolC_system
eco:b1280 yciM TPR-repeats-containing_protein
eco:b1267 yciO predicted_RNA_binding_protein
eco:b1268 yciQ predicted_inner_membrane_protein
eco:b1279 yciS DUF1049_family_inner_membrane_protein,_function_unknown;_K08992_putative_membrane_protein
eco:b1284 yciT global_regulator_of_transcription;_DeoR_family
eco:b1248 yciU conserved_protein,_UPF0263_family;_K09901_hypothetical_protein
eco:b1266 yciV conserved_protein;_K07053
eco:b1287 yciW predicted_oxidoreductase
eco:b4523 yciX hypothetical_protein
eco:b4595 yciY hypothetical_protein
eco:b4596 yciZ hypothetical_protein
eco:b1289 ycjD conserved_protein
eco:b1322 ycjF inner_membrane_protein,_UPF0283_family;_K08990_putative_membrane_protein
eco:b1325 ycjG L-Ala-D/L-Glu_epimerase
eco:b1309 ycjM predicted_glucosyltransferase;_K00690_sucrose_phosphorylase_[EC:2.4.1.7]
eco:b1310 ycjN predicted_sugar_transporter_subunit:_periplasmic-binding_component_of_ABC_superfamily;_K02027_multiple_sugar_transport_system_substrate-binding_protein
eco:b1311 ycjO predicted_sugar_transporter_subunit:_membrane_component_of_ABC_superfamily;_K02025_multiple_sugar_transport_system_permease_protein
eco:b1312 ycjP predicted_sugar_transporter_subunit:_membrane_component_of_ABC_superfamily;_K02026_multiple_sugar_transport_system_permease_protein
eco:b1313 ycjQ predicted_oxidoreductase,_Zn-dependent_and_NAD(P)-binding
eco:b1314 ycjR predicted_enzyme
eco:b1315 ycjS predicted_oxidoreductase,_NADH-binding
eco:b1316 ycjT predicted_hydrolase;_K04844_hypothetical_glycosyl_hydrolase_[EC:3.2.1.-]
eco:b1317 ycjU beta-phosphoglucomutase;_K01838_beta-phosphoglucomutase_[EC:5.4.2.6]
eco:b4524 ycjV pseudogene
eco:b1320 ycjW predicted_DNA-binding_transcriptional_regulator
eco:b1321 ycjX conserved_protein_with_nucleoside_triphosphate_hydrolase_domain;_K06918
eco:b1327 ycjY predicted_hydrolase;_K06889
eco:b4526 ydaE Rac_prophage;_conserved_protein
eco:b4527 ydaF Rac_prophage;_predicted_protein
eco:b1355 ydaG Rac_prophage;_predicted_protein
eco:b1341 ydaM diguanylate_cyclase,_csgD_regulator
eco:b1342 ydaN predicted_Zn(II)_transporter;_K16074_zinc_transporter
eco:b1346 ydaQ Rac_prophage;_conserved_protein
eco:b1357 ydaS Rac_prophage;_predicted_DNA-binding_transcriptional_regulator
eco:b1358 ydaT Rac_prophage;_predicted_protein
eco:b1359 ydaU Rac_prophage;_conserved_protein
eco:b1360 ydaV Rac_prophage;_predicted_DNA_replication_protein;_K10762_putative_replication_protein
eco:b1361 ydaW pseudogene
eco:b1366 ydaY pseudogene
eco:b4492 ydbA pseudogene
eco:b1406 ydbC predicted_oxidoreductase,_NAD(P)-binding
eco:b1407 ydbD predicted_PF10971_family_periplasmic_methylglyoxal_resistance_protein
eco:b1381 ydbH predicted_protein
eco:b4529 ydbJ predicted_lipoprotein,_DUF333_family
eco:b1378 ydbK fused_predicted_pyruvate-flavodoxin_oxidoreductase:_conserved_protein/conserved_protein/FeS_binding_protein;_K03737_putative_pyruvate-flavodoxin_oxidoreductase_[EC:1.2.7.-]
eco:b1383 ydbL conserved_protein;_K09978_hypothetical_protein
eco:b1419 ydcA predicted_protein
eco:b1460 ydcC conserved_protein
eco:b1457 ydcD predicted_protein
eco:b1457 ydcD predicted_protein
eco:b1414 ydcF conserved_SAM-binding_protein,_DUF218_family
eco:b1426 ydcH DUF465_family_protein,_function_unknown;_K09794_hypothetical_protein
eco:b1422 ydcI predicted_DNA-binding_transcriptional_regulator
eco:b1423 ydcJ predicted_metalloenzyme
eco:b1428 ydcK predicted_enzyme
eco:b1431 ydcL lipoprotein
eco:b1434 ydcN predicted_DNA-binding_transcriptional_regulator
eco:b1433 ydcO inner_membrane_protein,_predicted_transporter,_function_unknown;_K05782_benzoate_membrane_transport_protein
eco:b1435 ydcP predicted_peptidase;_K08303_putative_protease_[EC:3.4.-.-]
eco:b1435 ydcP predicted_peptidase;_K08303_putative_protease_[EC:3.4.-.-]
eco:b1439 ydcR fused_predicted_DNA-binding_transcriptional_regulator/predicted_amino_transferase
eco:b1440 ydcS polyhydroxybutyrate_(PHB)_synthase,_ABC_transporter_periplasmic_binding_protein_homolog;_K02055_putative_spermidine/putrescine_transport_system_substrate-binding_protein
eco:b1441 ydcT predicted_spermidine/putrescine_transporter_subunit;_K02052_putative_spermidine/putrescine_transport_system_ATP-binding_protein
